chr	strand	coord	read_num	sample	ftr	gene_type	ftr_start	ftr_end	gene	gene_start	gene_end	gene_stop_codon	upstream_id	upstream_start	upstream_end	downstream_id	downstream_start	downstream_end	three_UTR_length	three_extend	toStop	tag
PA36733	chr7	-	19564764	SRR8798075.12461	GV1	3UTR	NA	NA	NA	69731	NA	NA	NA	69731	19564946	19573823	232947	19530800	19563076	515	182	515	1
PA36738	chr7	-	19564840	SRR8798075.35675	GV1	3UTR	NA	NA	NA	69731	NA	NA	NA	69731	19564946	19573823	232947	19530800	19563076	439	106	439	1
PA36739	chr7	-	19564946	SRR8798075.33277	GV1	3UTR	NA	19564946	19565278	69731	19564946	19573823	19565279	NA	NA	NA	NA	NA	NA	333	NA	333	1
PA36744	chr7	-	19564952	SRR8798075.8165	GV1	3UTR	NA	19564946	19565278	69731	19564946	19573823	19565279	NA	NA	NA	NA	NA	NA	327	NA	327	1
PA36747	chr7	-	19564954	SRR8798075.6899	GV1	3UTR	NA	19564946	19565278	69731	19564946	19573823	19565279	NA	NA	NA	NA	NA	NA	325	NA	325	1
PA36748	chr7	-	19564955	SRR8798075.11397	GV1	3UTR	NA	19564946	19565278	69731	19564946	19573823	19565279	NA	NA	NA	NA	NA	NA	324	NA	324	1
PA36750	chr7	-	19606222	SRR8798075.34174	GV1	3UTR	NA	19606217	19606552	19698	19606217	19629438	19606553	NA	NA	NA	NA	NA	NA	331	NA	331	1
PA36751	chr7	-	19633241	SRR8798075.22636	GV1	3UTR	NA	19631571	19633690	56457	19631571	19665033	19633691	NA	NA	NA	NA	NA	NA	450	NA	450	1
PA36757	chr7	-	19724166	SRR8798075.57220	GV1	3UTR	NA	19724161	19724480	19294	19716644	19749573	19717515	NA	NA	NA	NA	NA	NA	6651	NA	6651	1
PA36758	chr7	-	21908664	SRR8798075.16019	GV1	3UTR	NA	NA	NA	545929	NA	NA	NA	545929	21908665	21921291	character(0)	21875360	21876280	1143	1	1143	1
PA36759	chr7	-	21909420	SRR8798075.37696	GV1	3UTR	NA	21908665	21909806	545929	21908665	21921291	21909807	NA	NA	NA	NA	NA	NA	387	NA	387	1
PA36761	chr7	-	24210511	SRR8798075.37041	GV1	5UTR	NA	24210511	24211443	56707	24193947	24208149	24198082	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36762	chr7	-	24291047	SRR8798075.18861	GV1	3UTR	NA	24291039	24291056	22719	24291039	24299675	24291057	NA	NA	NA	NA	NA	NA	10	NA	10	1
PA36765	chr7	-	24743983	SRR8798075.30238	GV1	3UTR	NA	24743983	24744217	68891	24743983	24760311	24744218	NA	NA	NA	NA	NA	NA	235	NA	235	1
PA36767	chr7	-	24743987	SRR8798075.38608	GV1	3UTR	NA	24743983	24744217	68891	24743983	24760311	24744218	NA	NA	NA	NA	NA	NA	231	NA	231	1
PA36768	chr7	-	24969759	SRR8798075.50289	GV1	3UTR	NA	24969752	24969920	14470	24969752	24972754	24969921	NA	NA	NA	NA	NA	NA	162	NA	162	1
PA36770	chr7	-	25080363	SRR8798075.18057	GV1	intergenic	NA	25087344	25072346	18987	25087344	25132488	25092963	18987	25087344	25132488	14809	25009849	25072346	12600	6981	NA	1
PA36771	chr7	-	25228259	SRR8798075.24637	GV1	3UTR	NA	25228258	25228853	606496	25228258	25237851	25228854	NA	NA	NA	NA	NA	NA	595	NA	595	1
PA36773	chr7	-	25295049	SRR8798075.37480	GV1	3UTR	NA	25295049	25295088	18476	25295049	25296702	25295049	NA	NA	NA	NA	NA	NA	0	NA	0	1
PA36777	chr7	-	25442395	SRR8798075.62800	GV1	exon	NA	25442152	25443463	character(0)	3073253	3074322	3074322	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36778	chr7	-	25629946	SRR8798075.20541	GV1	3UTR	NA	25629946	25630396	12039	25629946	25631743	25630397	NA	NA	NA	NA	NA	NA	451	NA	451	1
PA36791	chr7	-	26377148	SRR8798075.1695	GV1	intron	NA	26375418	26378004	330490	26322473	26394238	26322473	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36798	chr7	-	26377149	SRR8798075.8687	GV1	intron	NA	26375418	26378004	330490	26322473	26394238	26322473	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36799	chr7	-	26377151	SRR8798075.61152	GV1	intron	NA	26375418	26378004	330490	26322473	26394238	26322473	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36800	chr7	-	26377152	SRR8798075.22188	GV1	intron	NA	26375418	26378004	330490	26322473	26394238	26322473	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36801	chr7	-	26377157	SRR8798075.36072	GV1	intron	NA	26375418	26378004	330490	26322473	26394238	26322473	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36802	chr7	-	26377160	SRR8798075.15379	GV1	intron	NA	26375418	26378004	330490	26322473	26394238	26322473	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36804	chr7	-	27014830	SRR8798075.11046	GV1	intergenic	NA	27048500	26939384	character(0)	27048500	27049038	3074322	character(0)	27048500	27049038	233005	26931631	26939384	23940508	33670	NA	1
PA36807	chr7	-	27014833	SRR8798075.35021	GV1	intergenic	NA	27048500	26939384	character(0)	27048500	27049038	3074322	character(0)	27048500	27049038	233005	26931631	26939384	23940511	33667	NA	1
PA36808	chr7	-	27014837	SRR8798075.27772	GV1	intergenic	NA	27048500	26939384	character(0)	27048500	27049038	3074322	character(0)	27048500	27049038	233005	26931631	26939384	23940515	33663	NA	1
PA36810	chr7	-	27164619	SRR8798075.53111	GV1	intron	NA	27160408	27164619	112406	27158658	27166802	27159156	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36811	chr7	-	27168434	SRR8798075.14149	GV1	3UTR	NA	27168424	27168804	19342	27168424	27178896	27172652	NA	NA	NA	NA	NA	NA	4218	NA	4218	1
PA36812	chr7	-	27187006	SRR8798075.3735	GV1	exon	NA	27187005	27187364	53607	27187005	27189014	27187005	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36813	chr7	-	27342128	SRR8798075.12812	GV1	3UTR	NA	NA	NA	192192	NA	NA	NA	192192	27342133	27356019	108075	27305136	27337692	185	5	185	1
PA36814	chr7	-	27532004	SRR8798075.6515	GV1	3UTR	NA	27532000	27532297	18807	27532000	27553212	27532298	NA	NA	NA	NA	NA	NA	294	NA	294	1
PA36816	chr7	-	27532018	SRR8798075.4404	GV1	3UTR	NA	27532000	27532297	18807	27532000	27553212	27532298	NA	NA	NA	NA	NA	NA	280	NA	280	1
PA36817	chr7	-	27656379	SRR8798075.9391	GV1	3UTR	NA	27656375	27656663	269881	27656375	27674594	27656664	NA	NA	NA	NA	NA	NA	285	NA	285	1
PA36818	chr7	-	27656381	SRR8798075.29130	GV1	3UTR	NA	27656375	27656663	269881	27656375	27674594	27656664	NA	NA	NA	NA	NA	NA	283	NA	283	1
PA36820	chr7	-	28040706	SRR8798075.50092	GV1	intergenic	NA	28041707	28014115	23996	28041707	28050101	28041807	23996	28041707	28050101	100043772	27984854	28014115	1101	1001	NA	1
PA36821	chr7	-	28305516	SRR8798075.32493	GV1	3UTR	NA	28305516	28305928	66525	28305516	28312072	28305929	NA	NA	NA	NA	NA	NA	413	NA	413	1
PA36823	chr7	-	28305542	SRR8798075.18197	GV1	3UTR	NA	28305516	28305928	66525	28305516	28312072	28305929	NA	NA	NA	NA	NA	NA	387	NA	387	1
PA36825	chr7	-	28314894	SRR8798075.40950	GV1	3UTR	NA	28314891	28315270	20924	28314891	28338746	28337940	NA	NA	NA	NA	NA	NA	23046	NA	23046	1
PA36828	chr7	-	28558819	SRR8798075.18152	GV1	3UTR	NA	28558819	28559649	70584	28558819	28598185	28559650	NA	NA	NA	NA	NA	NA	831	NA	831	1
PA36829	chr7	-	28558821	SRR8798075.4669	GV1	3UTR	NA	28558819	28559649	70584	28558819	28598185	28559650	NA	NA	NA	NA	NA	NA	829	NA	829	1
PA36835	chr7	-	28558824	SRR8798075.28391	GV1	3UTR	NA	28558819	28559649	70584	28558819	28598185	28559650	NA	NA	NA	NA	NA	NA	826	NA	826	1
PA36836	chr7	-	28558825	SRR8798075.32696	GV1	3UTR	NA	28558819	28559649	70584	28558819	28598185	28559650	NA	NA	NA	NA	NA	NA	825	NA	825	1
PA36837	chr7	-	28558826	SRR8798075.1099	GV1	3UTR	NA	28558819	28559649	70584	28558819	28598185	28559650	NA	NA	NA	NA	NA	NA	824	NA	824	1
PA36843	chr7	-	28558827	SRR8798075.40785	GV1	3UTR	NA	28558819	28559649	70584	28558819	28598185	28559650	NA	NA	NA	NA	NA	NA	823	NA	823	1
PA36844	chr7	-	28739641	SRR8798075.44957	GV1	3UTR	NA	28739641	28739868	24030	28739641	28741770	28739869	NA	NA	NA	NA	NA	NA	228	NA	228	1
PA36845	chr7	-	28759826	SRR8798075.14423	GV1	intron	NA	28759205	28759826	18036	28758251	28766640	28759103	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36846	chr7	-	28761601	SRR8798075.17935	GV1	intron	NA	28760266	28761601	18036	28758251	28766640	28759103	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36852	chr7	-	28974603	SRR8798075.16761	GV1	CDS	NA	28974603	28974669	73830	28971372	28981814	28971407	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36865	chr7	-	29174529	SRR8798075.7367	GV1	3UTR	NA	29174188	29175380	57296	29174188	29180481	29175381	NA	NA	NA	NA	NA	NA	852	NA	852	1
PA36866	chr7	-	29180277	SRR8798075.30762	GV1	CDS	NA	29180277	29180453	57296	29174188	29180481	29175381	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36874	chr7	-	29281512	SRR8798075.10482	GV1	CDS	NA	29281512	29281617	20733	29256323	29281912	29260080	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36875	chr7	-	29320375	SRR8798075.17290	GV1	3UTR	NA	29320372	29322143	74206	29320372	29377605	29322144	NA	NA	NA	NA	NA	NA	1769	NA	1769	1
PA36876	chr7	-	29560189	SRR8798075.33375	GV1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	29560365	29562815	74206	29400867	29518641	26485867	176	26485867	1
PA36881	chr7	-	30186934	SRR8798075.29577	GV1	3UTR	NA	NA	NA	12336	NA	NA	NA	12336	30186936	30192972	character(0)	30168488	30169750	2	2	2	1
PA36883	chr7	-	30186990	SRR8798075.31614	GV1	3UTR	NA	30186942	30187506	12336	30186936	30192972	30186936	NA	NA	NA	NA	NA	NA	54	NA	54	1
PA36887	chr7	-	30321409	SRR8798075.15212	GV1	3UTR	NA	30321406	30321972	68332	30321406	30323895	30321973	NA	NA	NA	NA	NA	NA	564	NA	564	1
PA36888	chr7	-	30321434	SRR8798075.31024	GV1	3UTR	NA	30321406	30321972	68332	30321406	30323895	30321973	NA	NA	NA	NA	NA	NA	539	NA	539	1
PA36893	chr7	-	30568858	SRR8798075.14363	GV1	3UTR	NA	30568858	30569160	75410	30568858	30588717	30569161	NA	NA	NA	NA	NA	NA	303	NA	303	1
PA36898	chr7	-	30568860	SRR8798075.53128	GV1	3UTR	NA	30568858	30569160	75410	30568858	30588717	30569161	NA	NA	NA	NA	NA	NA	301	NA	301	1
PA36899	chr7	-	30574147	SRR8798075.16388	GV1	intron	NA	30574067	30574147	75410	30568858	30588717	30569161	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36901	chr7	-	30574330	SRR8798075.55801	GV1	CDS	NA	30574325	30575624	75410	30568858	30588717	30569161	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36902	chr7	-	30589681	SRR8798075.44019	GV1	3UTR	NA	30589681	30589929	58206	30589681	30592942	30589930	NA	NA	NA	NA	NA	NA	249	NA	249	1
PA36903	chr7	-	30589685	SRR8798075.50049	GV1	3UTR	NA	30589681	30589929	58206	30589681	30592942	30589930	NA	NA	NA	NA	NA	NA	245	NA	245	1
PA36912	chr7	-	30945992	SRR8798075.45175	GV1	3UTR	NA	30945248	30946579	22282	30945248	30956803	30946580	NA	NA	NA	NA	NA	NA	588	NA	588	1
PA36913	chr7	-	30945996	SRR8798075.4263	GV1	3UTR	NA	30945248	30946579	22282	30945248	30956803	30946580	NA	NA	NA	NA	NA	NA	584	NA	584	1
PA36917	chr7	-	30946000	SRR8798075.842	GV1	3UTR	NA	30945248	30946579	22282	30945248	30956803	30946580	NA	NA	NA	NA	NA	NA	580	NA	580	1
PA36493	chr7	-	3102326	SRR8798075.7216	GV1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	3102327	3103844	NA	NA	NA	28004	1	28004	1
PA36920	chr7	-	34140694	SRR8798075.36357	GV1	3UTR	NA	34140688	34141284	50995	34140688	34168575	34141285	NA	NA	NA	NA	NA	NA	591	NA	591	1
PA36922	chr7	-	34140696	SRR8798075.57749	GV1	3UTR	NA	34140688	34141284	50995	34140688	34168575	34141285	NA	NA	NA	NA	NA	NA	589	NA	589	1
PA36924	chr7	-	34192736	SRR8798075.6383	GV1	CDS	NA	34192736	34193106	68079	34184499	34196661	34184681	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36932	chr7	-	34344637	SRR8798075.858	GV1	3UTR	NA	NA	NA	67070	NA	NA	NA	67070	34344646	34389687	233103	34236707	34313551	3322	9	3322	1
PA36947	chr7	-	34344913	SRR8798075.41354	GV1	3UTR	NA	34344646	34345958	67070	34344646	34389687	34347959	NA	NA	NA	NA	NA	NA	3046	NA	3046	1
PA36952	chr7	-	35046422	SRR8798075.58536	GV1	3UTR	NA	35046422	35050383	12611	35046422	35056573	35050384	NA	NA	NA	NA	NA	NA	3962	NA	3962	1
PA36954	chr7	-	35295255	SRR8798075.45827	GV1	3UTR	NA	35295255	35295551	67471	35276536	35318440	35276781	NA	NA	NA	NA	NA	NA	18474	NA	18474	1
PA36955	chr7	-	35466941	SRR8798075.11644	GV1	intergenic	NA	35469098	35445237	71981	35469098	35537537	35469098	71981	35469098	35537537	character(0)	35442566	35445237	2157	2157	NA	1
PA36960	chr7	-	35555162	SRR8798075.45184	GV1	CDS	NA	35555154	35555804	110959	35547185	35556304	35547909	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36505	chr7	-	3620756	SRR8798075.9788	GV1	CDS	NA	3620747	3620983	69714	3620324	3629884	3620355	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36506	chr7	-	3628826	SRR8798075.8902	GV1	CDS	NA	3628824	3629086	69714	3620324	3629884	3620355	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36509	chr7	-	3665791	SRR8798075.27108	GV1	3UTR	NA	3665790	3665939	353499	3665790	3677553	3665940	NA	NA	NA	NA	NA	NA	149	NA	149	1
PA36963	chr7	-	37116014	SRR8798075.13657	GV1	intergenic	NA	37119993	36751473	character(0)	37119993	37128692	3074322	character(0)	37119993	37128692	character(0)	36751195	36751473	34041692	3979	NA	1
PA36964	chr7	-	37117679	SRR8798075.22069	GV1	intergenic	NA	37119993	36751473	character(0)	37119993	37128692	3074322	character(0)	37119993	37128692	character(0)	36751195	36751473	34043357	2314	NA	1
PA36965	chr7	-	37120049	SRR8798075.14897	GV1	exon	NA	37119993	37120594	character(0)	3073253	3074322	3074322	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36966	chr7	-	37318024	SRR8798075.61441	GV1	3UTR	NA	37318024	37320855	243937	37318024	37568390	37320856	NA	NA	NA	NA	NA	NA	2832	NA	2832	1
PA36967	chr7	-	37960930	SRR8798075.38279	GV1	3UTR	NA	37959992	37961514	19777	37959992	38019542	37961515	NA	NA	NA	NA	NA	NA	585	NA	585	1
PA36968	chr7	-	37961367	SRR8798075.12242	GV1	3UTR	NA	37959992	37961514	19777	37959992	38019542	37961515	NA	NA	NA	NA	NA	NA	148	NA	148	1
PA36969	chr7	-	38097984	SRR8798075.62610	GV1	3UTR	NA	38097984	38098514	12447	38097984	38107534	38098515	NA	NA	NA	NA	NA	NA	531	NA	531	1
PA36972	chr7	-	41372923	SRR8798075.16789	GV1	3UTR	NA	41372923	41374341	233168	41372923	41393260	41374342	NA	NA	NA	NA	NA	NA	1419	NA	1419	1
PA36988	chr7	-	41682526	SRR8798075.35550	GV1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	41682658	41683307	character(0)	41668608	41669307	38608204	132	38608204	1
PA36997	chr7	-	42105808	SRR8798075.8141	GV1	3UTR	NA	NA	NA	character(0)	NA	NA	NA	character(0)	42105899	42107185	628444	42011284	42059023	39031486	91	39031486	1
PA36998	chr7	-	42523351	SRR8798075.41776	GV1	intergenic	NA	42561414	42509334	character(0)	42561414	42578235	3074322	character(0)	42561414	42578235	character(0)	42507600	42509334	39449029	38063	NA	1
PA37003	chr7	-	44731486	SRR8798075.2596	GV1	3UTR	NA	44731480	44737915	243963	44731480	44744230	44737916	NA	NA	NA	NA	NA	NA	6430	NA	6430	1
PA37004	chr7	-	44804127	SRR8798075.39838	GV1	intergenic	NA	44812256	44790830	107503	44812256	44816658	44812847	107503	44812256	44816658	character(0)	44790278	44790830	8720	8129	NA	1
PA37005	chr7	-	44863068	SRR8798075.37598	GV1	3UTR	NA	44863067	44863194	84113	44863067	44864940	44863433	NA	NA	NA	NA	NA	NA	365	NA	365	1
PA37006	chr7	-	44863070	SRR8798075.7440	GV1	3UTR	NA	44863067	44863194	84113	44863067	44864940	44863433	NA	NA	NA	NA	NA	NA	363	NA	363	1
PA37007	chr7	-	44869350	SRR8798075.20101	GV1	intron	NA	44867513	44869350	84113	44863067	44864940	44863433	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37009	chr7	-	44876833	SRR8798075.9962	GV1	3UTR	NA	44876765	44878024	75613	44876765	44892391	44878025	NA	NA	NA	NA	NA	NA	1192	NA	1192	1
PA37010	chr7	-	44879925	SRR8798075.11997	GV1	CDS	NA	44879838	44880104	75613	44876765	44892391	44878025	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37011	chr7	-	44900373	SRR8798075.48090	GV1	3UTR	NA	44900373	44900737	11771	44900373	44929496	44900738	NA	NA	NA	NA	NA	NA	365	NA	365	1
PA37014	chr7	-	44992743	SRR8798075.16543	GV1	intron	NA	44991455	44992743	75736	44991222	44997579	44991404	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37018	chr7	-	45006306	SRR8798075.8068	GV1	CDS	NA	45006306	45008972	233208	45002948	45014404	45003180	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37020	chr7	-	45125563	SRR8798075.10250	GV1	3UTR	NA	45125558	45125945	22121	45125558	45128761	45125946	NA	NA	NA	NA	NA	NA	383	NA	383	1
PA37027	chr7	-	45303359	SRR8798075.49806	GV1	3UTR	NA	45302632	45303692	68667	45302632	45333768	45326712	NA	NA	NA	NA	NA	NA	23353	NA	23353	1
PA37028	chr7	-	45376459	SRR8798075.6754	GV1	3UTR	NA	45376453	45376596	20637	45376453	45395742	45376597	NA	NA	NA	NA	NA	NA	138	NA	138	1
PA37031	chr7	-	45376463	SRR8798075.15752	GV1	3UTR	NA	45376453	45376596	20637	45376453	45395742	45376597	NA	NA	NA	NA	NA	NA	134	NA	134	1
PA37032	chr7	-	45493106	SRR8798075.25112	GV1	3UTR	NA	45490458	45493836	18220	45490458	45510406	45493837	NA	NA	NA	NA	NA	NA	731	NA	731	1
PA37033	chr7	-	45493117	SRR8798075.35377	GV1	3UTR	NA	45490458	45493836	18220	45490458	45510406	45493837	NA	NA	NA	NA	NA	NA	720	NA	720	1
PA37034	chr7	-	45522917	SRR8798075.3572	GV1	3UTR	NA	45522916	45522992	17872	45522916	45523769	45522993	NA	NA	NA	NA	NA	NA	76	NA	76	1
PA37035	chr7	-	45523737	SRR8798075.29420	GV1	intron	NA	45523274	45523738	17872	45522916	45523769	45522993	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37036	chr7	-	45710261	SRR8798075.32853	GV1	3UTR	NA	45709467	45710724	56632	45709467	45718002	45710725	NA	NA	NA	NA	NA	NA	464	NA	464	1
PA37037	chr7	-	45710268	SRR8798075.10717	GV1	3UTR	NA	45709467	45710724	56632	45709467	45718002	45710725	NA	NA	NA	NA	NA	NA	457	NA	457	1
PA37039	chr7	-	45710283	SRR8798075.6487	GV1	3UTR	NA	45709467	45710724	56632	45709467	45718002	45710725	NA	NA	NA	NA	NA	NA	442	NA	442	1
PA37041	chr7	-	45710302	SRR8798075.35723	GV1	3UTR	NA	45709467	45710724	56632	45709467	45718002	45710725	NA	NA	NA	NA	NA	NA	423	NA	423	1
PA37042	chr7	-	45807580	SRR8798075.9828	GV1	3UTR	NA	45806637	45807760	19158	45806637	45814311	45807761	NA	NA	NA	NA	NA	NA	181	NA	181	1
PA37044	chr7	-	45807588	SRR8798075.54965	GV1	3UTR	NA	45806637	45807760	19158	45806637	45814311	45807761	NA	NA	NA	NA	NA	NA	173	NA	173	1
PA37045	chr7	-	45807595	SRR8798075.22252	GV1	3UTR	NA	45806637	45807760	19158	45806637	45814311	45807761	NA	NA	NA	NA	NA	NA	166	NA	166	1
PA37048	chr7	-	45807607	SRR8798075.13238	GV1	3UTR	NA	45806637	45807760	19158	45806637	45814311	45807761	NA	NA	NA	NA	NA	NA	154	NA	154	1
PA37057	chr7	-	46967706	SRR8798075.3238	GV1	3UTR	NA	NA	NA	97402	NA	NA	NA	97402	46967711	46975911	54122	46923216	46958527	5	5	5	1
PA37205	chr7	-	46967819	SRR8798075.22705	GV1	exon	NA	46967711	46968708	97402	46967711	46975911	46967711	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37213	chr7	-	46974854	SRR8798075.490	GV1	exon	NA	46974854	46975911	97402	46967711	46975911	46967711	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37252	chr7	-	46974861	SRR8798075.54600	GV1	exon	NA	46974854	46975911	97402	46967711	46975911	46967711	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37253	chr7	-	46974875	SRR8798075.53460	GV1	exon	NA	46974854	46975911	97402	46967711	46975911	46967711	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37254	chr7	-	46974881	SRR8798075.25133	GV1	exon	NA	46974854	46975911	97402	46967711	46975911	46967711	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA36513	chr7	-	4844959	SRR8798075.15416	GV1	3UTR	NA	4844959	4845269	67441	4844959	4866193	4845270	NA	NA	NA	NA	NA	NA	311	NA	311	1
PA37259	chr7	-	48892500	SRR8798075.39690	GV1	intergenic	NA	48893685	48881596	character(0)	48893685	48910062	3074322	character(0)	48893685	48910062	108961	48866429	48881596	45818178	1185	NA	1
PA37260	chr7	-	48906113	SRR8798075.51258	GV1	intron	NA	48895368	48909940	character(0)	3073253	3074322	3074322	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37262	chr7	-	49856837	SRR8798075.23210	GV1	intergenic	NA	50517309	49636849	73515	50517309	50575884	50517309	73515	50517309	50575884	13172	49631499	49636849	660472	660472	NA	1
PA36514	chr7	-	5007058	SRR8798075.26486	GV1	3UTR	NA	NA	NA	23877	NA	NA	NA	23877	5007059	5014697	68490	4992852	4996158	957	1	957	1
PA36515	chr7	-	5007059	SRR8798075.271	GV1	3UTR	NA	5007059	5008014	23877	5007059	5014253	5008015	NA	NA	NA	NA	NA	NA	956	NA	956	1
PA36522	chr7	-	5109784	SRR8798075.26715	GV1	3UTR	NA	NA	NA	192658	NA	NA	NA	192658	5109787	5116911	character(0)	5059277	5062049	533	3	533	1
PA36528	chr7	-	5109855	SRR8798075.6419	GV1	3UTR	NA	5109787	5110316	192658	5109787	5116911	5110317	NA	NA	NA	NA	NA	NA	462	NA	462	1
PA36534	chr7	-	5109858	SRR8798075.5401	GV1	3UTR	NA	5109787	5110316	192658	5109787	5116911	5110317	NA	NA	NA	NA	NA	NA	459	NA	459	1
PA36535	chr7	-	5109859	SRR8798075.973	GV1	3UTR	NA	5109787	5110316	192658	5109787	5116911	5110317	NA	NA	NA	NA	NA	NA	458	NA	458	1
PA36554	chr7	-	5109860	SRR8798075.22386	GV1	3UTR	NA	5109787	5110316	192658	5109787	5116911	5110317	NA	NA	NA	NA	NA	NA	457	NA	457	1
PA36645	chr7	-	5109917	SRR8798075.7633	GV1	3UTR	NA	5109787	5110316	192658	5109787	5116911	5110317	NA	NA	NA	NA	NA	NA	400	NA	400	1
PA37265	chr7	-	51997269	SRR8798075.35288	GV1	3UTR	NA	51997171	51999762	75744	51997171	52006018	51999763	NA	NA	NA	NA	NA	NA	2494	NA	2494	1
PA36653	chr7	-	5300063	SRR8798075.3000	GV1	intron	NA	5298869	5300901	232827	5298547	5351035	5298736	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37266	chr7	-	53164154	SRR8798075.19209	GV1	intergenic	NA	53891761	52075579	102466619	53891761	53891889	53891761	102466619	53891761	53891889	character(0)	52075424	52075579	727607	727607	NA	1
PA36660	chr7	-	5417599	SRR8798075.35735	GV1	intergenic	NA	5450208	5413396	character(0)	5450208	5456774	3074322	character(0)	5450208	5456774	81014	5401681	5413396	2343277	32609	NA	1
PA36661	chr7	-	5417601	SRR8798075.40906	GV1	intergenic	NA	5450208	5413396	character(0)	5450208	5456774	3074322	character(0)	5450208	5456774	81014	5401681	5413396	2343279	32607	NA	1
PA36662	chr7	-	5417602	SRR8798075.49396	GV1	intergenic	NA	5450208	5413396	character(0)	5450208	5456774	3074322	character(0)	5450208	5456774	81014	5401681	5413396	2343280	32606	NA	1
PA37273	chr7	-	57015000	SRR8798075.34334	GV1	intron	NA	56985164	57323647	14407	56716465	57387188	56724413	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37275	chr7	-	58496944	SRR8798075.43792	GV1	intergenic	NA	58836793	58148227	character(0)	58836793	58837938	3074322	character(0)	58836793	58837938	character(0)	58148096	58148227	55422622	339849	NA	1
PA37286	chr7	-	63901164	SRR8798075.6709	GV1	intron	NA	63891798	63937966	50794	63886351	63938915	63891508	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37287	chr7	-	64376576	SRR8798075.32501	GV1	3UTR	NA	64376527	64376654	67973	64376527	64392268	64376655	NA	NA	NA	NA	NA	NA	79	NA	79	1
PA37295	chr7	-	64871647	SRR8798075.13774	GV1	3UTR	NA	64867052	64872078	66647	64867052	64872997	64872079	NA	NA	NA	NA	NA	NA	432	NA	432	1
PA37319	chr7	-	67514874	SRR8798075.45122	GV1	3UTR	NA	67513410	67515105	67867	67513410	67645231	67515106	NA	NA	NA	NA	NA	NA	232	NA	232	1
PA37327	chr7	-	67594381	SRR8798075.44209	GV1	intron	NA	67560065	67617992	67867	67513410	67645231	67515106	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37328	chr7	-	67594383	SRR8798075.2313	GV1	intron	NA	67560065	67617992	67867	67513410	67645231	67515106	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37329	chr7	-	67594398	SRR8798075.4097	GV1	intron	NA	67560065	67617992	67867	67513410	67645231	67515106	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA37330	chr7	-	67730657	SRR8798075.42440	GV1	3UTR	NA	67730160	67733226	233335	67730160	67759693	67733227	NA	NA	NA	NA	NA	NA	2570	NA	2570	1
PA37331	chr7	-	68736997	SRR8798075.55942	GV1	3UTR	NA	68736995	68739476	66412	68736995	68749241	68739477	NA	NA	NA	NA	NA	NA	2480	NA	2480	1
PA37332	chr7	-	69456178	SRR8798075.13585	GV1	intergenic	NA	69485424	69396932	character(0)	69485424	69490801	3074322	character(0)	69485424	69490801	character(0)	69354372	69396932	66381856	29246	NA	1
