read_num chr strand coord
SRR8798075.33572 chr7 + 122169843
SRR8798075.46355 chr7 + 122169843
SRR8798075.57256 chr7 + 122191579
SRR8798075.42300 chr7 + 122191579
SRR8798075.8032 chr7 + 122196496
SRR8798075.1296 chr7 + 122442775
SRR8798075.9326 chr7 + 123195296
SRR8798075.30269 chr7 + 125462265
SRR8798075.4186 chr7 + 125549091
SRR8798075.6634 chr7 + 125549091
SRR8798075.11375 chr7 + 125549091
SRR8798075.22109 chr7 + 125549091
SRR8798075.55022 chr7 + 125549091
SRR8798075.55433 chr7 + 125549091
SRR8798075.28152 chr7 + 125844193
SRR8798075.45186 chr7 + 126490727
SRR8798075.43643 chr7 + 126765816
SRR8798075.5222 chr7 + 126765816
SRR8798075.13807 chr7 + 126765816
SRR8798075.33255 chr7 + 126765819
SRR8798075.59023 chr7 + 126765816
SRR8798075.3180 chr7 + 126765816
SRR8798075.3919 chr7 + 126765816
SRR8798075.16680 chr7 + 126765819
SRR8798075.56403 chr7 + 126765816
SRR8798075.4077 chr7 + 126765805
SRR8798075.46778 chr7 + 126765816
SRR8798075.23812 chr7 + 126780508
SRR8798075.26550 chr7 + 126780512
SRR8798075.54973 chr7 + 126780514
SRR8798075.45320 chr7 + 126835235
SRR8798075.5877 chr7 + 126865125
SRR8798075.28511 chr7 + 126865129
SRR8798075.20765 chr7 + 126865123
SRR8798075.4157 chr7 + 126865123
SRR8798075.44654 chr7 + 126865123
SRR8798075.51413 chr7 + 126865123
SRR8798075.42364 chr7 + 126865123
SRR8798075.13671 chr7 + 126865383
SRR8798075.2431 chr7 + 126945620
SRR8798075.3560 chr7 + 126945620
SRR8798075.8198 chr7 + 126945620
SRR8798075.15679 chr7 + 126945620
SRR8798075.30489 chr7 + 126945631
SRR8798075.36475 chr7 + 126945620
SRR8798075.45548 chr7 + 126945615
SRR8798075.55096 chr7 + 126945639
SRR8798075.61887 chr7 + 126945630
SRR8798075.40837 chr7 + 126945620
SRR8798075.53171 chr7 + 126945614
SRR8798075.25330 chr7 + 126945630
SRR8798075.17496 chr7 + 126945620
SRR8798075.24792 chr7 + 126945630
SRR8798075.23789 chr7 + 126945620
SRR8798075.10504 chr7 + 126945630
SRR8798075.7060 chr7 + 126980499
SRR8798075.58906 chr7 + 126980501
SRR8798075.39980 chr7 + 126980499
SRR8798075.11457 chr7 + 126980499
SRR8798075.37675 chr7 + 126980499
SRR8798075.28844 chr7 + 126980499
SRR8798075.44672 chr7 + 126980499
SRR8798075.50754 chr7 + 127238041
SRR8798075.19054 chr7 + 127238041
SRR8798075.25998 chr7 + 127238041
SRR8798075.30466 chr7 + 127370905
SRR8798075.48520 chr7 + 127370905
SRR8798075.55679 chr7 + 127370902
SRR8798075.8960 chr7 + 127370898
SRR8798075.44733 chr7 + 127370895
SRR8798075.58837 chr7 + 127370905
SRR8798075.20836 chr7 + 127370895
SRR8798075.16901 chr7 + 127370902
SRR8798075.60967 chr7 + 127370905
SRR8798075.42257 chr7 + 127370902
SRR8798075.49445 chr7 + 127370902
SRR8798075.25242 chr7 + 127439435
SRR8798075.39523 chr7 + 127476000
SRR8798075.28475 chr7 + 127476000
SRR8798075.33597 chr7 + 127476000
SRR8798075.48162 chr7 + 127476000
SRR8798075.51156 chr7 + 127476000
SRR8798075.58782 chr7 + 127476000
SRR8798075.36205 chr7 + 127476000
SRR8798075.5134 chr7 + 127476758
SRR8798075.49939 chr7 + 127476758
SRR8798075.51041 chr7 + 127476759
SRR8798075.59365 chr7 + 127490884
SRR8798075.28189 chr7 + 127540920
SRR8798075.11568 chr7 + 127561219
SRR8798075.50817 chr7 + 127565271
SRR8798075.16947 chr7 + 127603595
SRR8798075.23112 chr7 + 127603586
SRR8798075.57974 chr7 + 127603593
SRR8798075.37568 chr7 + 127603591
SRR8798075.57630 chr7 + 127603593
SRR8798075.5768 chr7 + 127768928
SRR8798075.56068 chr7 + 127768928
SRR8798075.42612 chr7 + 127775008
SRR8798075.53374 chr7 + 127800122
SRR8798075.32357 chr7 + 127800122
SRR8798075.46284 chr7 + 127800122
SRR8798075.16804 chr7 + 127800122
SRR8798075.16800 chr7 + 127800122
SRR8798075.19447 chr7 + 127803800
SRR8798075.135 chr7 + 127803800
SRR8798075.8456 chr7 + 127803801
SRR8798075.52007 chr7 + 127803800
SRR8798075.61272 chr7 + 127803801
SRR8798075.62182 chr7 + 127803800
SRR8798075.34738 chr7 + 127803802
SRR8798075.48483 chr7 + 127803800
SRR8798075.34361 chr7 + 127803800
SRR8798075.786 chr7 + 127848987
SRR8798075.19046 chr7 + 127885996
SRR8798075.6164 chr7 + 127885976
SRR8798075.24867 chr7 + 127885991
SRR8798075.18479 chr7 + 127912742
SRR8798075.54668 chr7 + 127982032
SRR8798075.12652 chr7 + 128245099
SRR8798075.22340 chr7 + 128298732
SRR8798075.1313 chr7 + 128330495
SRR8798075.22336 chr7 + 128696362
SRR8798075.2322 chr7 + 128783783
SRR8798075.7720 chr7 + 128783796
SRR8798075.6431 chr7 + 129227734
SRR8798075.11511 chr7 + 129635736
SRR8798075.52818 chr7 + 129635736
SRR8798075.15997 chr7 + 129965042
SRR8798075.31237 chr7 + 130640958
SRR8798075.45173 chr7 + 130729828
SRR8798075.12686 chr7 + 130764724
SRR8798075.19282 chr7 + 130764724
SRR8798075.31465 chr7 + 130764724
SRR8798075.42281 chr7 + 130764782
SRR8798075.51469 chr7 + 130764782
SRR8798075.35982 chr7 + 130764780
SRR8798075.60185 chr7 + 130764785
SRR8798075.47305 chr7 + 130913495
SRR8798075.29302 chr7 + 130913308
SRR8798075.62407 chr7 + 130985658
SRR8798075.17365 chr7 + 130985654
SRR8798075.25184 chr7 + 131121628
SRR8798075.7567 chr7 + 131373830
SRR8798075.25989 chr7 + 131446206
SRR8798075.63720 chr7 + 131446209
SRR8798075.9785 chr7 + 131446804
SRR8798075.30065 chr7 + 131571895
SRR8798075.46948 chr7 + 131571172
SRR8798075.55915 chr7 + 131571887
SRR8798075.49142 chr7 + 131571895
SRR8798075.2515 chr7 + 131571895
SRR8798075.25617 chr7 + 131571889
SRR8798075.29406 chr7 + 131571892
SRR8798075.11484 chr7 + 132706420
SRR8798075.12859 chr7 + 132706417
SRR8798075.37760 chr7 + 132706409
SRR8798075.41714 chr7 + 132885111
SRR8798075.1916 chr7 + 132985032
SRR8798075.35888 chr7 + 132984528
SRR8798075.32272 chr7 + 132985555
SRR8798075.47901 chr7 + 133615894
SRR8798075.13623 chr7 + 133672179
SRR8798075.21641 chr7 + 133672181
SRR8798075.30840 chr7 + 133672179
SRR8798075.31266 chr7 + 133672182
SRR8798075.40436 chr7 + 133672181
SRR8798075.50328 chr7 + 133672181
SRR8798075.56138 chr7 + 133672981
SRR8798075.4616 chr7 + 133672181
SRR8798075.6886 chr7 + 133672181
SRR8798075.12664 chr7 + 133672181
SRR8798075.36700 chr7 + 133672181
SRR8798075.34922 chr7 + 133672179
SRR8798075.9434 chr7 + 133672179
SRR8798075.23669 chr7 + 133672181
SRR8798075.46773 chr7 + 133672178
SRR8798075.1406 chr7 + 133672179
SRR8798075.51972 chr7 + 133672879
SRR8798075.9945 chr7 + 133672179
SRR8798075.41374 chr7 + 133672178
SRR8798075.38194 chr7 + 133672971
SRR8798075.54872 chr7 + 133672971
SRR8798075.57903 chr7 + 133876645
SRR8798075.62496 chr7 + 133880839
SRR8798075.15361 chr7 + 134661674
SRR8798075.20210 chr7 + 134662088
SRR8798075.1946 chr7 + 134662088
SRR8798075.613 chr7 + 134662072
SRR8798075.1913 chr7 + 134662088
SRR8798075.54874 chr7 + 134662077
SRR8798075.34822 chr7 + 134783182
SRR8798075.49390 chr7 + 135173643
SRR8798075.37234 chr7 + 135683493
SRR8798075.19992 chr7 + 135683493
SRR8798075.37049 chr7 + 135684407
SRR8798075.13087 chr7 + 135686294
SRR8798075.1649 chr7 + 136658459
SRR8798075.21478 chr7 + 136658459
SRR8798075.28045 chr7 + 137128178
SRR8798075.39089 chr7 + 138883053
SRR8798075.57386 chr7 + 138883057
SRR8798075.37405 chr7 + 139579154
SRR8798075.63642 chr7 + 139579650
SRR8798075.7459 chr7 + 139635271
SRR8798075.25678 chr7 + 139945104
SRR8798075.20095 chr7 + 140150615
SRR8798075.55156 chr7 + 140150615
SRR8798075.53168 chr7 + 140892263
SRR8798075.11510 chr7 + 140892263
SRR8798075.39526 chr7 + 140892263
SRR8798075.42422 chr7 + 140892263
SRR8798075.1198 chr7 + 140892263
SRR8798075.4664 chr7 + 140892263
SRR8798075.4730 chr7 + 140892263
SRR8798075.28933 chr7 + 140892263
SRR8798075.37038 chr7 + 140892263
SRR8798075.52816 chr7 + 140892263
SRR8798075.3171 chr7 + 140892263
SRR8798075.40798 chr7 + 140892263
SRR8798075.52578 chr7 + 140892263
SRR8798075.11764 chr7 + 140892244
SRR8798075.21701 chr7 + 140892263
SRR8798075.27407 chr7 + 140892263
SRR8798075.19865 chr7 + 140892263
SRR8798075.52016 chr7 + 140892263
SRR8798075.62263 chr7 + 140892263
SRR8798075.30483 chr7 + 140892263
SRR8798075.27154 chr7 + 140892244
SRR8798075.25147 chr7 + 140892263
SRR8798075.38745 chr7 + 140892263
SRR8798075.46780 chr7 + 140892263
SRR8798075.3921 chr7 + 140892263
SRR8798075.15311 chr7 + 140892263
SRR8798075.30526 chr7 + 140892263
SRR8798075.24074 chr7 + 140892263
SRR8798075.32209 chr7 + 140892263
SRR8798075.61247 chr7 + 140892263
SRR8798075.20142 chr7 + 140892263
SRR8798075.23020 chr7 + 140892263
SRR8798075.20790 chr7 + 140892263
SRR8798075.13836 chr7 + 140892263
SRR8798075.24478 chr7 + 141210055
SRR8798075.53004 chr7 + 141262742
SRR8798075.57139 chr7 + 141363020
SRR8798075.9952 chr7 + 141460087
SRR8798075.45203 chr7 + 142003275
SRR8798075.15790 chr7 + 142004244
SRR8798075.19231 chr7 + 142004230
SRR8798075.8582 chr7 + 142494600
SRR8798075.29327 chr7 + 142494868
SRR8798075.62061 chr7 + 142494600
SRR8798075.43607 chr7 + 143310591
SRR8798075.20232 chr7 + 143427036
SRR8798075.2701 chr7 + 144424057
SRR8798075.20140 chr7 + 144424117
SRR8798075.49048 chr7 + 144792442
SRR8798075.7216 chr7 - 3102326
SRR8798075.9370 chr7 - 3108506
SRR8798075.11474 chr7 - 3108506
SRR8798075.13715 chr7 - 3108506
SRR8798075.18404 chr7 - 3108506
SRR8798075.18525 chr7 - 3108506
SRR8798075.18533 chr7 - 3108506
SRR8798075.39176 chr7 - 3108506
SRR8798075.56117 chr7 - 3108506
SRR8798075.58394 chr7 - 3108506
SRR8798075.44558 chr7 - 3154658
SRR8798075.24324 chr7 - 3154674
SRR8798075.9788 chr7 - 3620756
SRR8798075.8902 chr7 - 3628826
SRR8798075.12553 chr7 - 3628826
SRR8798075.49994 chr7 - 3629556
SRR8798075.27108 chr7 - 3665791
SRR8798075.44126 chr7 - 3665791
SRR8798075.47039 chr7 - 3665791
SRR8798075.62988 chr7 - 4807622
SRR8798075.15416 chr7 - 4844959
SRR8798075.26486 chr7 - 5007058
SRR8798075.271 chr7 - 5007059
SRR8798075.1873 chr7 - 5007059
SRR8798075.5541 chr7 - 5007059
SRR8798075.33630 chr7 - 5007059
SRR8798075.45984 chr7 - 5007059
SRR8798075.46994 chr7 - 5007059
SRR8798075.21929 chr7 - 5007071
SRR8798075.26715 chr7 - 5109784
SRR8798075.50614 chr7 - 5109784
SRR8798075.53144 chr7 - 5109784
SRR8798075.51566 chr7 - 5109786
SRR8798075.44984 chr7 - 5109797
SRR8798075.6358 chr7 - 5109798
SRR8798075.6419 chr7 - 5109855
SRR8798075.20507 chr7 - 5109855
SRR8798075.23394 chr7 - 5109855
SRR8798075.34729 chr7 - 5109855
SRR8798075.51371 chr7 - 5109855
SRR8798075.60232 chr7 - 5109855
SRR8798075.5401 chr7 - 5109858
SRR8798075.973 chr7 - 5109859
SRR8798075.1230 chr7 - 5109859
SRR8798075.1395 chr7 - 5109859
SRR8798075.8563 chr7 - 5109859
SRR8798075.16940 chr7 - 5109859
SRR8798075.21785 chr7 - 5109859
SRR8798075.22367 chr7 - 5109859
SRR8798075.28895 chr7 - 5109859
SRR8798075.32007 chr7 - 5109859
SRR8798075.34368 chr7 - 5109859
SRR8798075.38837 chr7 - 5109859
SRR8798075.41104 chr7 - 5109859
SRR8798075.42230 chr7 - 5109859
SRR8798075.47578 chr7 - 5109859
SRR8798075.48721 chr7 - 5109859
SRR8798075.50257 chr7 - 5109859
SRR8798075.55895 chr7 - 5109859
SRR8798075.58414 chr7 - 5109859
SRR8798075.60096 chr7 - 5109859
SRR8798075.22386 chr7 - 5109860
SRR8798075.26341 chr7 - 5109860
SRR8798075.1638 chr7 - 5109863
SRR8798075.4299 chr7 - 5109866
SRR8798075.5781 chr7 - 5109866
SRR8798075.6039 chr7 - 5109866
SRR8798075.8642 chr7 - 5109866
SRR8798075.8885 chr7 - 5109866
SRR8798075.9592 chr7 - 5109866
SRR8798075.11012 chr7 - 5109866
SRR8798075.11401 chr7 - 5109866
SRR8798075.14255 chr7 - 5109866
SRR8798075.15333 chr7 - 5109866
SRR8798075.15938 chr7 - 5109866
SRR8798075.16209 chr7 - 5109866
SRR8798075.16349 chr7 - 5109866
SRR8798075.18470 chr7 - 5109866
SRR8798075.18593 chr7 - 5109866
SRR8798075.19114 chr7 - 5109866
SRR8798075.20161 chr7 - 5109866
SRR8798075.21617 chr7 - 5109866
SRR8798075.22876 chr7 - 5109866
SRR8798075.24233 chr7 - 5109866
SRR8798075.24273 chr7 - 5109866
SRR8798075.24650 chr7 - 5109866
SRR8798075.25101 chr7 - 5109866
SRR8798075.25437 chr7 - 5109866
SRR8798075.26010 chr7 - 5109866
SRR8798075.27688 chr7 - 5109866
SRR8798075.27955 chr7 - 5109866
SRR8798075.30345 chr7 - 5109866
SRR8798075.30464 chr7 - 5109866
SRR8798075.30515 chr7 - 5109866
SRR8798075.32092 chr7 - 5109866
SRR8798075.32352 chr7 - 5109866
SRR8798075.32560 chr7 - 5109866
SRR8798075.32582 chr7 - 5109866
SRR8798075.33231 chr7 - 5109866
SRR8798075.33892 chr7 - 5109866
SRR8798075.35534 chr7 - 5109866
SRR8798075.36694 chr7 - 5109866
SRR8798075.37622 chr7 - 5109866
SRR8798075.38119 chr7 - 5109866
SRR8798075.41040 chr7 - 5109866
SRR8798075.44329 chr7 - 5109866
SRR8798075.47397 chr7 - 5109866
SRR8798075.48358 chr7 - 5109866
SRR8798075.50341 chr7 - 5109866
SRR8798075.51830 chr7 - 5109866
SRR8798075.51910 chr7 - 5109866
SRR8798075.52654 chr7 - 5109866
SRR8798075.54885 chr7 - 5109866
SRR8798075.55168 chr7 - 5109866
SRR8798075.55986 chr7 - 5109866
SRR8798075.56190 chr7 - 5109866
SRR8798075.56406 chr7 - 5109866
SRR8798075.58563 chr7 - 5109866
SRR8798075.59025 chr7 - 5109866
SRR8798075.59879 chr7 - 5109866
SRR8798075.59952 chr7 - 5109866
SRR8798075.61504 chr7 - 5109866
SRR8798075.61725 chr7 - 5109866
SRR8798075.63366 chr7 - 5109866
SRR8798075.63662 chr7 - 5109866
SRR8798075.315 chr7 - 5109868
SRR8798075.6171 chr7 - 5109868
SRR8798075.8342 chr7 - 5109868
SRR8798075.11642 chr7 - 5109868
SRR8798075.27578 chr7 - 5109868
SRR8798075.31488 chr7 - 5109868
SRR8798075.34770 chr7 - 5109868
SRR8798075.35397 chr7 - 5109868
SRR8798075.43215 chr7 - 5109868
SRR8798075.53776 chr7 - 5109868
SRR8798075.54195 chr7 - 5109868
SRR8798075.55926 chr7 - 5109868
SRR8798075.62868 chr7 - 5109868
SRR8798075.5408 chr7 - 5109871
SRR8798075.29227 chr7 - 5109871
SRR8798075.43117 chr7 - 5109871
SRR8798075.30212 chr7 - 5109872
SRR8798075.54138 chr7 - 5109872
SRR8798075.58475 chr7 - 5109872
SRR8798075.31596 chr7 - 5109876
SRR8798075.62304 chr7 - 5109876
SRR8798075.23926 chr7 - 5109878
SRR8798075.9330 chr7 - 5109882
SRR8798075.18798 chr7 - 5109883
SRR8798075.55234 chr7 - 5109883
SRR8798075.62347 chr7 - 5109891
SRR8798075.2782 chr7 - 5109913
SRR8798075.7633 chr7 - 5109917
SRR8798075.36272 chr7 - 5298593
SRR8798075.10789 chr7 - 5298595
SRR8798075.36127 chr7 - 5298595
SRR8798075.39728 chr7 - 5298595
SRR8798075.22368 chr7 - 5298600
SRR8798075.30623 chr7 - 5298601
SRR8798075.56450 chr7 - 5298601
SRR8798075.3000 chr7 - 5300063
SRR8798075.31216 chr7 - 5300063
SRR8798075.14024 chr7 - 5304903
SRR8798075.28552 chr7 - 5327406
SRR8798075.38668 chr7 - 5327406
SRR8798075.49721 chr7 - 5327406
SRR8798075.54017 chr7 - 5327406
SRR8798075.35735 chr7 - 5417599
SRR8798075.40906 chr7 - 5417601
SRR8798075.49396 chr7 - 5417602
SRR8798075.21432 chr7 - 5417609
SRR8798075.48233 chr7 - 7062003
SRR8798075.43762 chr7 - 7062013
SRR8798075.54642 chr7 - 7096826
SRR8798075.5461 chr7 - 10099803
SRR8798075.4417 chr7 - 10656297
SRR8798075.12601 chr7 - 10656297
SRR8798075.19338 chr7 - 10656297
SRR8798075.20246 chr7 - 10656297
SRR8798075.23332 chr7 - 10656297
SRR8798075.27790 chr7 - 10656297
SRR8798075.41421 chr7 - 10656297
SRR8798075.60239 chr7 - 11845002
SRR8798075.33955 chr7 - 11845020
SRR8798075.61605 chr7 - 11890077
SRR8798075.44918 chr7 - 11931663
SRR8798075.13110 chr7 - 12415138
SRR8798075.47820 chr7 - 12773722
SRR8798075.57165 chr7 - 13005666
SRR8798075.20466 chr7 - 13033828
SRR8798075.43777 chr7 - 13033828
SRR8798075.32140 chr7 - 13035238
SRR8798075.21732 chr7 - 13150077
SRR8798075.47805 chr7 - 13332566
SRR8798075.9874 chr7 - 13359185
SRR8798075.36230 chr7 - 13359644
SRR8798075.17233 chr7 - 15917208
SRR8798075.61332 chr7 - 15917208
SRR8798075.681 chr7 - 15917213
SRR8798075.6299 chr7 - 15917213
SRR8798075.13784 chr7 - 15917213
SRR8798075.14661 chr7 - 15917213
SRR8798075.17991 chr7 - 15917213
SRR8798075.19322 chr7 - 15917213
SRR8798075.24825 chr7 - 15917213
SRR8798075.43151 chr7 - 15917213
SRR8798075.44133 chr7 - 15917213
SRR8798075.50174 chr7 - 15917213
SRR8798075.51760 chr7 - 15917213
SRR8798075.58308 chr7 - 15917213
SRR8798075.58648 chr7 - 15917213
SRR8798075.59725 chr7 - 15917213
SRR8798075.62594 chr7 - 15917213
SRR8798075.55675 chr7 - 15917216
SRR8798075.47632 chr7 - 15917217
SRR8798075.61276 chr7 - 15917222
SRR8798075.35273 chr7 - 15970680
SRR8798075.54473 chr7 - 16197154
SRR8798075.43590 chr7 - 16272013
SRR8798075.35049 chr7 - 16275470
SRR8798075.59928 chr7 - 16275473
SRR8798075.16969 chr7 - 16327050
SRR8798075.35639 chr7 - 16915379
SRR8798075.61281 chr7 - 17004652
SRR8798075.19834 chr7 - 17004658
SRR8798075.8362 chr7 - 18073928
SRR8798075.50904 chr7 - 18374849
SRR8798075.18375 chr7 - 18454059
SRR8798075.22083 chr7 - 18454059
SRR8798075.22439 chr7 - 18454059
SRR8798075.642 chr7 - 18454180
SRR8798075.14460 chr7 - 18843002
SRR8798075.4370 chr7 - 18890883
SRR8798075.61959 chr7 - 18890883
SRR8798075.27159 chr7 - 19425108
SRR8798075.48294 chr7 - 19505795
SRR8798075.10776 chr7 - 19530800
SRR8798075.15886 chr7 - 19530800
SRR8798075.6418 chr7 - 19530804
SRR8798075.50236 chr7 - 19564760
SRR8798075.12461 chr7 - 19564764
SRR8798075.57426 chr7 - 19564764
SRR8798075.63060 chr7 - 19564764
SRR8798075.4024 chr7 - 19564768
SRR8798075.50522 chr7 - 19564781
SRR8798075.35675 chr7 - 19564840
SRR8798075.33277 chr7 - 19564946
SRR8798075.41999 chr7 - 19564946
SRR8798075.46401 chr7 - 19564946
SRR8798075.60163 chr7 - 19564946
SRR8798075.62005 chr7 - 19564946
SRR8798075.8165 chr7 - 19564952
SRR8798075.44554 chr7 - 19564952
SRR8798075.63277 chr7 - 19564952
SRR8798075.6899 chr7 - 19564954
SRR8798075.11397 chr7 - 19564955
SRR8798075.29260 chr7 - 19585089
SRR8798075.34174 chr7 - 19606222
SRR8798075.22636 chr7 - 19633241
SRR8798075.45160 chr7 - 19633247
SRR8798075.46223 chr7 - 19633247
SRR8798075.19695 chr7 - 19701318
SRR8798075.45824 chr7 - 19701318
SRR8798075.62448 chr7 - 19701318
SRR8798075.57220 chr7 - 19724166
SRR8798075.16019 chr7 - 21908664
SRR8798075.37696 chr7 - 21909420
SRR8798075.47294 chr7 - 24197659
SRR8798075.37041 chr7 - 24210511
SRR8798075.18861 chr7 - 24291047
SRR8798075.61585 chr7 - 24301829
SRR8798075.46611 chr7 - 24541659
SRR8798075.30238 chr7 - 24743983
SRR8798075.36332 chr7 - 24743983
SRR8798075.38608 chr7 - 24743987
SRR8798075.50289 chr7 - 24969759
SRR8798075.42736 chr7 - 24978167
SRR8798075.18057 chr7 - 25080363
SRR8798075.24637 chr7 - 25228259
SRR8798075.50239 chr7 - 25228259
SRR8798075.37480 chr7 - 25295049
SRR8798075.45533 chr7 - 25295049
SRR8798075.50191 chr7 - 25295049
SRR8798075.49636 chr7 - 25418371
SRR8798075.62800 chr7 - 25442395
SRR8798075.20541 chr7 - 25629946
SRR8798075.53490 chr7 - 25629946
SRR8798075.25652 chr7 - 25711112
SRR8798075.49179 chr7 - 25711112
SRR8798075.16335 chr7 - 25721165
SRR8798075.2310 chr7 - 25791856
SRR8798075.7083 chr7 - 25791856
SRR8798075.32439 chr7 - 25791856
SRR8798075.50602 chr7 - 25791857
SRR8798075.29149 chr7 - 25791919
SRR8798075.38967 chr7 - 25791919
SRR8798075.23012 chr7 - 26364685
SRR8798075.7129 chr7 - 26364691
SRR8798075.1695 chr7 - 26377148
SRR8798075.9605 chr7 - 26377148
SRR8798075.10251 chr7 - 26377148
SRR8798075.22622 chr7 - 26377148
SRR8798075.34131 chr7 - 26377148
SRR8798075.38258 chr7 - 26377148
SRR8798075.59788 chr7 - 26377148
SRR8798075.8687 chr7 - 26377149
SRR8798075.61152 chr7 - 26377151
SRR8798075.22188 chr7 - 26377152
SRR8798075.36072 chr7 - 26377157
SRR8798075.15379 chr7 - 26377160
SRR8798075.29212 chr7 - 26384300
SRR8798075.11046 chr7 - 27014830
SRR8798075.29946 chr7 - 27014830
SRR8798075.61264 chr7 - 27014830
SRR8798075.35021 chr7 - 27014833
SRR8798075.27772 chr7 - 27014837
SRR8798075.5426 chr7 - 27014840
SRR8798075.53111 chr7 - 27164619
SRR8798075.14149 chr7 - 27168434
SRR8798075.3735 chr7 - 27187006
SRR8798075.12812 chr7 - 27342128
SRR8798075.6515 chr7 - 27532004
SRR8798075.39561 chr7 - 27532004
SRR8798075.4404 chr7 - 27532018
SRR8798075.9391 chr7 - 27656379
SRR8798075.29130 chr7 - 27656381
SRR8798075.29819 chr7 - 27884177
SRR8798075.50092 chr7 - 28040706
SRR8798075.32493 chr7 - 28305516
SRR8798075.45328 chr7 - 28305516
SRR8798075.18197 chr7 - 28305542
SRR8798075.28514 chr7 - 28314891
SRR8798075.40950 chr7 - 28314894
SRR8798075.41847 chr7 - 28314894
SRR8798075.52062 chr7 - 28314894
SRR8798075.18152 chr7 - 28558819
SRR8798075.4669 chr7 - 28558821
SRR8798075.26444 chr7 - 28558821
SRR8798075.29567 chr7 - 28558821
SRR8798075.39506 chr7 - 28558821
SRR8798075.44519 chr7 - 28558821
SRR8798075.57137 chr7 - 28558821
SRR8798075.28391 chr7 - 28558824
SRR8798075.32696 chr7 - 28558825
SRR8798075.1099 chr7 - 28558826
SRR8798075.4849 chr7 - 28558826
SRR8798075.5748 chr7 - 28558826
SRR8798075.26947 chr7 - 28558826
SRR8798075.33387 chr7 - 28558826
SRR8798075.48392 chr7 - 28558826
SRR8798075.40785 chr7 - 28558827
SRR8798075.44957 chr7 - 28739641
SRR8798075.14423 chr7 - 28759826
SRR8798075.17935 chr7 - 28761601
SRR8798075.35249 chr7 - 28761601
SRR8798075.3243 chr7 - 28893254
SRR8798075.16512 chr7 - 28893254
SRR8798075.44757 chr7 - 28893256
SRR8798075.34073 chr7 - 28893264
SRR8798075.16761 chr7 - 28974603
SRR8798075.19440 chr7 - 29174187
SRR8798075.40941 chr7 - 29174187
SRR8798075.51627 chr7 - 29174187
SRR8798075.52975 chr7 - 29174187
SRR8798075.12130 chr7 - 29174193
SRR8798075.4773 chr7 - 29174195
SRR8798075.3806 chr7 - 29174254
SRR8798075.10430 chr7 - 29174254
SRR8798075.34217 chr7 - 29174254
SRR8798075.52067 chr7 - 29174254
SRR8798075.60394 chr7 - 29174254
SRR8798075.60811 chr7 - 29174254
SRR8798075.7367 chr7 - 29174529
SRR8798075.30762 chr7 - 29180277
SRR8798075.2749 chr7 - 29256341
SRR8798075.23690 chr7 - 29256341
SRR8798075.24487 chr7 - 29256341
SRR8798075.25239 chr7 - 29256341
SRR8798075.35927 chr7 - 29256341
SRR8798075.47223 chr7 - 29256341
SRR8798075.1659 chr7 - 29256347
SRR8798075.10482 chr7 - 29281512
SRR8798075.17290 chr7 - 29320375
SRR8798075.33375 chr7 - 29560189
SRR8798075.31679 chr7 - 29932791
SRR8798075.42431 chr7 - 29932791
SRR8798075.34424 chr7 - 29965083
SRR8798075.60565 chr7 - 29965083
SRR8798075.29577 chr7 - 30186934
SRR8798075.48132 chr7 - 30186942
SRR8798075.31614 chr7 - 30186990
SRR8798075.40037 chr7 - 30186990
SRR8798075.20448 chr7 - 30224137
SRR8798075.59732 chr7 - 30224137
SRR8798075.15212 chr7 - 30321409
SRR8798075.31024 chr7 - 30321434
SRR8798075.4328 chr7 - 30484660
SRR8798075.16167 chr7 - 30484660
SRR8798075.44708 chr7 - 30484660
SRR8798075.45602 chr7 - 30484660
SRR8798075.14363 chr7 - 30568858
SRR8798075.28224 chr7 - 30568858
SRR8798075.30098 chr7 - 30568858
